,比利时BFX,日经225,墨西哥BOLSA,恒生指数,韩国综合指数,荷兰AEX,Costa Rica Indice Accionario,加拿大多伦多S&P/TSX 综合指数,S&P CLX IPSA
2005-04-21,2.564236372193743,2.5031844266562002,2.3625113996175044,2.4327508751213847,2.4735275771678866,2.651541413245423,2.045256925029868,2.2906098967885797,2.2447834908617605
2005-04-22,2.56163397750372,2.4911458837425355,2.349505760720064,2.421590964444569,2.4617535678061304,2.6478577250634503,2.044623114783167,2.290983491088369,2.2418467728351983
2005-04-25,2.5599515601285976,2.4974579700034334,2.3446263123352713,2.423069720393374,2.4615693491944977,2.6460997610379637,2.043534747114838,2.288481960508766,2.2254278957980445
2005-04-26,2.5583869845645104,2.495874313000315,2.341919052421175,2.4219012334274677,2.4598096068993054,2.6444883541831308,2.0438358245961643,2.2930442160096085,2.225162501504918
2005-04-27,2.587390048664282,2.497496462960078,2.354513262891967,2.426206036875257,2.4784622859343775,2.666916502004956,2.045689039456891,2.3174535761285457,2.2493699660748936
2005-04-28,2.5958770321711535,2.4994461077544887,2.365400158333574,2.4199494754316278,2.486071863866613,2.676292510228888,2.048301018447174,2.3232057899894163,2.252288418392519
2005-04-29,2.5924334522534553,2.489376321587935,2.373821942352585,2.409247309235531,2.4725007457807737,2.670361242006893,2.048703331091534,2.319621242430513,2.2587970446693295
2005-05-02,2.5757172100760206,2.4763399081533706,2.3778191888967086,2.401618308288615,2.461496938453253,2.65353873854134,2.044808457681725,2.3104260191357824,2.256120471456977
2005-05-03,2.5740189572633447,2.474039042838178,2.376094863250144,2.40463952907842,2.4602775853916157,2.6518845446276456,2.0455960793256134,2.3095673699838,2.251252904311908
2005-05-04,2.5772509447505327,2.4713154136961935,2.3875123661233353,2.404785746001328,2.465995715699868,2.654158288375086,2.038568424011138,2.3148917895418846,2.256931517977403
2005-05-05,2.5764972428275277,2.4852613100981817,2.3857097957458913,2.4080246132199736,2.466720912099797,2.65267052722915,2.0370006535716754,2.321427502813619,2.2525533998424954
2005-05-06,2.5769445394259005,2.48742669106351,2.3870268245406687,2.4041287487394145,2.4680492591262406,2.656060203967788,2.0369516219692554,2.323504619452322,2.2538526848070486
2005-05-09,2.5854689241701387,2.4991784770880288,2.3954770708008044,2.4175695099395975,2.4873625168237963,2.6710662848764106,2.0377010313254478,2.3233031213938977,2.2542473749453897
2005-05-10,2.597524277881854,2.5086225093750665,2.398661523117337,2.42183515256242,2.4896438847102873,2.678821676212758,2.037150776120155,2.3283828699012483,2.2594042943096913
2005-05-11,2.607742517791847,2.507993215782504,2.4052636384913604,2.425194271003302,2.49279313135368,2.68501917571151,2.0368635942630307,2.333008187820115,2.2645420561856415
2005-05-12,2.6087784506060716,2.5179799518397434,2.40406739259348,2.4257844630209795,2.4937598296788512,2.677397579909404,2.038200927100853,2.331782783145619,2.268096879187272
2005-05-13,2.6069732078693697,2.512148750303165,2.399670365172712,2.4239588148294966,2.4982134403130667,2.6652368291978314,2.0383221774417484,2.3258697757465074,2.2728667719142486
2005-05-16,2.6052723438131205,2.511000160773235,2.4008096767498657,2.4218754722291904,2.4925926200118744,2.6639510527104453,2.03890580929334,2.344523274893268,2.2702149041624535
2005-05-17,2.5906685231224182,2.5038991300649722,2.3782307015388255,2.4208203321497663,2.479720301782374,2.6474172433440892,2.0383893137445073,2.3200063555408983,2.2606425050842534
2005-05-18,2.600065923821446,2.50259544195484,2.38477442934418,2.4148116981811842,2.488310018276217,2.653193453171188,2.0375150483357274,2.3227653488732325,2.2689863736975315
2005-05-19,2.601241681089657,2.508061690540522,2.3837732735602466,2.4235245378748997,2.4939370343003997,2.6537473272071805,2.0359724722340693,2.3249357926633074,2.2621966059960834
2005-05-20,2.600593154687981,2.519302979969575,2.380776403590657,2.423308666518166,2.4988276671111764,2.6549740639060615,2.0352199894229024,2.3225277957763177,2.2659650275352097
2005-05-23,2.6021207144655567,2.5200842572744007,2.382024436510481,2.423016505507592,2.503943787572086,2.658904241735011,2.0352443006064638,2.3234561305964077,2.2657368650255334
2005-05-24,2.6015857583747435,2.5348949044112796,2.381380233502974,2.4237733397540566,2.522920264191715,2.660475239331231,2.035513009901749,2.3244084626427726,2.2640209748394593
